일시,공급능력(MW),현재부하(MW),공급예비력(MW),공급예비율(%)
2023-03-16 11:15,"90,856","63,246","27,610",44
2023-03-16 11:20,"90,861","62,777","28,084",45
2023-03-16 11:25,"90,952","62,902","28,050",45
2023-03-16 11:30,"90,926","62,451","28,475",46
2023-03-16 11:35,"90,962","62,366","28,595",46
2023-03-16 11:40,"90,978","61,913","29,064",47
2023-03-16 11:45,"90,948","61,517","29,423",48
2023-03-16 11:50,"90,955","61,138","29,783",49
2023-03-16 11:55,"90,960","60,272","30,089",49
2023-03-16 12:00,"90,951","59,473","30,550",51
2023-03-16 12:05,"90,882","59,498","30,242",50
2023-03-16 12:10,"90,967","59,597","30,190",50
2023-03-16 12:15,"91,021","59,176","29,991",49
2023-03-16 12:20,"91,139","59,370","29,696",48
2023-03-16 12:25,"91,122","59,551","29,495",48
2023-03-16 12:30,"91,109","59,248","29,785",49
2023-03-16 12:35,"91,117","59,057","29,981",49
2023-03-16 12:40,"91,157","58,968","30,116",49
2023-03-16 12:45,"91,171","58,900","30,195",50
2023-03-16 12:50,"91,157","59,181","29,906",49
2023-03-16 12:55,"91,128","59,493","29,570",48
2023-03-16 13:00,"91,121","59,827","29,324",48
2023-03-16 13:05,"91,109","60,568","28,937",47
2023-03-16 13:10,"91,104","60,908","28,962",47
2023-03-16 13:15,"91,108","60,926","28,946",47
2023-03-16 13:20,"91,089","61,297","28,559",46
2023-03-16 13:25,"91,069","61,588","28,247",45
2023-03-16 13:30,"91,086","61,738","28,114",45
2023-03-16 13:35,"91,132","62,144","27,756",44
2023-03-16 13:40,"91,153","62,330","28,232",45
2023-03-16 13:45,"91,193","62,151","28,453",45
2023-03-16 13:50,"91,245","62,410","28,245",45
2023-03-16 13:55,"91,125","62,490","28,046",45
2023-03-16 14:00,"91,122","62,417","28,115",45
2023-03-16 14:05,"91,117","62,631","27,900",44
2023-03-16 14:10,"91,198","62,764","27,845",44
2023-03-16 14:15,"91,228","62,926","27,617",43
2023-03-16 14:20,"91,228","63,039","27,398",43
2023-03-16 14:25,"91,310","63,188","27,331",43
2023-03-16 14:30,"91,356","63,398","27,170",42
2023-03-16 14:35,"91,335","63,556","26,989",42
2023-03-16 14:40,"91,265","63,819","26,656",41
2023-03-16 14:45,"91,274","64,285","26,203",40
2023-03-16 14:50,"91,237","64,675","25,776",39
2023-03-16 14:55,"91,164","64,717","26,245",40
2023-03-16 15:00,"91,091","64,909","25,979",40
2023-03-16 15:05,"91,253","64,662","26,390",41
2023-03-16 15:10,"91,083","65,087","25,796",40
2023-03-16 15:15,"91,116","65,267","25,647",39
2023-03-16 15:20,"91,012","65,674","25,137",38
2023-03-16 15:25,"90,831","65,834","24,997",38
2023-03-16 15:30,"90,785","66,008","24,777",38
2023-03-16 15:35,"90,769","66,260","24,509",37
2023-03-16 15:40,"90,731","66,864","23,866",36
2023-03-16 15:45,"90,721","67,226","23,495",35
2023-03-16 15:50,"90,695","67,697","22,998",34
2023-03-16 15:55,"90,713","68,055","22,658",33
2023-03-16 16:00,"90,656","68,406","22,250",33
2023-03-16 16:05,"91,017","68,953","22,064",32
2023-03-16 16:10,"90,859","68,874","21,985",32
2023-03-16 16:15,"90,585","68,998","21,588",31
2023-03-16 16:20,"90,352","69,209","21,142",31
2023-03-16 16:25,"90,130","69,521","20,609",30
2023-03-16 16:30,"90,108","70,002","20,105",29
2023-03-16 16:35,"90,070","70,134","19,936",28
2023-03-16 16:40,"90,050","70,241","19,809",28
2023-03-16 16:45,"90,066","70,441","19,625",28
2023-03-16 16:50,"89,993","70,523","19,470",28
2023-03-16 16:55,"89,999","70,734","19,265",27
2023-03-16 17:00,"89,980","70,717","19,262",27
2023-03-16 17:05,"90,181","70,251","19,930",28
2023-03-16 17:10,"89,991","70,279","19,712",28
2023-03-16 17:15,"89,764","70,162","19,602",28
2023-03-16 17:20,"89,552","70,039","19,513",28
2023-03-16 17:25,"89,309","70,124","19,185",27
2023-03-16 17:30,"89,278","70,453","18,825",27
2023-03-16 17:35,"89,277","70,571","18,706",27
2023-03-16 17:40,"89,239","70,888","18,351",26
2023-03-16 17:45,"89,218","71,057","18,161",26
2023-03-16 17:50,"89,217","71,059","18,158",26
2023-03-16 17:55,"89,195","71,006","18,189",26
2023-03-16 18:00,"89,143","71,245","17,898",25
2023-03-16 18:05,"89,522","71,387","18,134",25
2023-03-16 18:10,"89,420","71,231","18,189",26
2023-03-16 18:15,"89,313","71,592","17,722",25
2023-03-16 18:20,"89,228","71,725","17,502",24
2023-03-16 18:25,"89,161","72,157","17,004",24
2023-03-16 18:30,"89,143","72,257","16,886",23
2023-03-16 18:35,"89,138","72,476","16,662",23
2023-03-16 18:40,"89,112","72,672","16,440",23
2023-03-16 18:45,"89,111","72,660","16,451",23
2023-03-16 18:50,"89,112","72,531","16,581",23
2023-03-16 18:55,"89,106","72,678","16,428",23
2023-03-16 19:00,"89,102","72,884","16,218",22
2023-03-16 19:05,"89,274","72,499","16,775",23
2023-03-16 19:10,"89,272","72,344","16,928",23
2023-03-16 19:15,"89,278","72,124","17,154",24
2023-03-16 19:20,"89,288","72,204","17,084",24
2023-03-16 19:25,"89,459","71,899","17,560",24
2023-03-16 19:30,"89,451","71,861","17,590",25
2023-03-16 19:35,"89,452","71,822","17,631",25
2023-03-16 19:40,"89,432","71,583","17,849",25
2023-03-16 19:45,"89,425","71,587","17,838",25
2023-03-16 19:50,"89,425","71,300","18,125",25
2023-03-16 19:55,"89,439","70,962","18,478",26
2023-03-16 20:00,"89,423","70,591","18,832",27
2023-03-16 20:05,"89,482","70,480","19,003",27
2023-03-16 20:10,"89,498","70,348","19,149",27
2023-03-16 20:15,"89,622","70,050","19,572",28
2023-03-16 20:20,"89,669","69,966","19,703",28
2023-03-16 20:25,"89,684","69,525","20,160",29
2023-03-16 20:30,"89,669","69,612","20,058",29
2023-03-16 20:35,"89,603","69,608","19,995",29
2023-03-16 20:40,"89,584","69,418","20,166",29
2023-03-16 20:45,"89,599","69,042","20,557",30
2023-03-16 20:50,"89,557","68,767","20,790",30
2023-03-16 20:55,"89,586","68,677","20,909",30
2023-03-16 21:00,"89,579","68,623","20,956",31
2023-03-16 21:05,"89,405","68,436","20,970",31
2023-03-16 21:10,"89,415","68,296","21,119",31
2023-03-16 21:15,"89,347","68,148","21,199",31
2023-03-16 21:20,"89,281","68,002","21,279",31
2023-03-16 21:25,"89,269","67,829","21,440",32
2023-03-16 21:30,"89,232","67,730","21,502",32
2023-03-16 21:35,"88,967","67,721","21,246",31
2023-03-16 21:40,"88,876","67,523","21,353",32
2023-03-16 21:45,"88,754","67,484","21,269",32
2023-03-16 21:50,"88,534","67,548","20,986",31
2023-03-16 21:55,"88,480","67,305","21,175",32
2023-03-16 22:00,"87,446","67,341","20,105",30
2023-03-16 22:05,"87,515","67,897","19,618",29
2023-03-16 22:10,"87,457","68,170","19,288",28
2023-03-16 22:15,"87,868","67,834","20,034",30
2023-03-16 22:20,"87,786","68,244","19,542",29
2023-03-16 22:25,"87,739","67,966","19,773",29
2023-03-16 22:30,"87,737","67,625","20,112",30
2023-03-16 22:35,"87,736","67,375","20,361",30
2023-03-16 22:40,"87,735","67,064","20,672",31
2023-03-16 22:45,"87,738","67,286","20,452",30
2023-03-16 22:50,"87,727","67,257","20,471",30
2023-03-16 22:55,"87,506","67,099","20,407",30
2023-03-16 23:00,"87,504","67,569","19,935",30
2023-03-16 23:05,"87,728","67,798","19,931",29
2023-03-16 23:10,"87,687","67,583","20,103",30
2023-03-16 23:15,"87,633","67,307","20,326",30
2023-03-16 23:20,"87,583","67,192","20,391",30
2023-03-16 23:25,"87,542","66,845","20,697",31
2023-03-16 23:30,"87,553","66,627","20,926",31
2023-03-16 23:35,"87,552","66,128","21,424",32
2023-03-16 23:40,"87,545","65,937","21,608",33
2023-03-16 23:45,"87,553","65,542","22,011",34
2023-03-16 23:50,"87,540","65,079","22,461",35
2023-03-16 23:55,"87,540","64,686","22,854",35
2023-03-17 00:00,"87,539","64,320","23,220",36
2023-03-17 00:05,"86,743","64,251","22,492",35
2023-03-17 00:10,"86,723","63,931","22,792",36
2023-03-17 00:15,"86,705","63,346","23,359",37
2023-03-17 00:20,"86,644","62,883","23,762",38
2023-03-17 00:25,"86,629","62,463","24,166",39
2023-03-17 00:30,"86,601","62,211","24,390",39
2023-03-17 00:35,"86,612","62,065","24,548",40
2023-03-17 00:40,"86,617","61,984","24,632",40
2023-03-17 00:45,"86,628","61,458","25,170",41
2023-03-17 00:50,"86,627","61,235","25,392",42
2023-03-17 00:55,"86,624","61,237","25,387",42
2023-03-17 01:00,"86,613","61,022","25,591",42
2023-03-17 01:05,"86,678","60,613","26,064",43
2023-03-17 01:10,"86,676","60,355","26,308",44
2023-03-17 01:15,"86,655","60,289","26,136",43
2023-03-17 01:20,"86,643","59,995","26,271",44
2023-03-17 01:25,"86,646","59,936","26,304",44
2023-03-17 01:30,"86,618","59,921","26,063",43
2023-03-17 01:35,"86,610","59,738","26,238",44
2023-03-17 01:40,"86,592","59,514","26,196",43
2023-03-17 01:45,"86,597","59,625","26,027",43
2023-03-17 01:50,"86,607","59,564","26,086",43
2023-03-17 01:55,"86,601","59,154","26,235",44
2023-03-17 02:00,"86,595","59,011","26,376",44
2023-03-17 02:05,"86,754","59,211","26,167",43
2023-03-17 02:10,"86,733","59,197","26,126",43
2023-03-17 02:15,"86,702","59,121","26,172",43
2023-03-17 02:20,"86,712","58,641","26,322",44
2023-03-17 02:25,"86,697","58,538","26,412",44
2023-03-17 02:30,"86,690","58,602","26,342",44
2023-03-17 02:35,"86,701","58,408","26,549",44
2023-03-17 02:40,"86,692","58,432","26,515",44
2023-03-17 02:45,"86,693","58,420","26,532",44
2023-03-17 02:50,"86,696","58,410","26,548",44
2023-03-17 02:55,"86,690","58,024","26,923",45
2023-03-17 03:00,"86,696","58,267","26,691",45
2023-03-17 03:05,"86,787","58,312","26,734",45
2023-03-17 03:10,"86,750","58,215","26,798",45
2023-03-17 03:15,"86,755","58,059","26,958",45
2023-03-17 03:20,"86,775","57,989","27,049",45
2023-03-17 03:25,"86,770","58,107","26,927",45
2023-03-17 03:30,"86,754","58,024","26,993",45
2023-03-17 03:35,"86,752","58,112","26,901",45
2023-03-17 03:40,"86,750","58,244","26,773",45
2023-03-17 03:45,"86,751","58,351","26,667",44
2023-03-17 03:50,"86,753","58,287","26,731",45
2023-03-17 03:55,"86,756","58,226","26,797",45
2023-03-17 04:00,"86,752","58,164","26,854",45
2023-03-17 04:05,"86,781","58,523","26,530",44
2023-03-17 04:10,"86,761","58,478","26,551",44
2023-03-17 04:15,"86,745","58,507","26,504",44
2023-03-17 04:20,"86,732","58,400","26,597",44
2023-03-17 04:25,"86,749","58,405","26,613",44
2023-03-17 04:30,"86,753","58,524","26,499",44
2023-03-17 04:35,"86,740","58,753","26,258",43
2023-03-17 04:40,"86,735","59,004","26,006",43
2023-03-17 04:45,"86,767","59,021","26,019",43
2023-03-17 04:50,"86,767","58,920","26,118",43
2023-03-17 04:55,"86,752","59,037","25,990",43
2023-03-17 05:00,"86,768","59,312","25,730",42
2023-03-17 05:05,"87,950","59,586","26,634",43
2023-03-17 05:10,"87,935","59,744","26,466",43
2023-03-17 05:15,"87,908","60,140","26,047",42
2023-03-17 05:20,"87,928","59,845","26,356",43
2023-03-17 05:25,"87,922","60,304","25,891",42
2023-03-17 05:30,"87,911","60,381","25,806",42
2023-03-17 05:35,"87,910","60,770","25,415",41
2023-03-17 05:40,"87,924","61,010","25,189",40
2023-03-17 05:45,"87,923","61,016","25,184",40
2023-03-17 05:50,"87,903","61,204","24,973",40
2023-03-17 05:55,"87,914","61,321","24,918",40
2023-03-17 06:00,"87,926","62,199","24,536",39
2023-03-17 06:05,"88,097","62,575","24,328",38
2023-03-17 06:10,"88,105","63,271","23,895",37
2023-03-17 06:15,"88,107","63,240","23,928",37
2023-03-17 06:20,"88,098","63,337","23,824",37
2023-03-17 06:25,"88,100","63,733","23,432",36
2023-03-17 06:30,"88,098","63,798","23,365",36
2023-03-17 06:35,"88,098","63,590","23,828",37
2023-03-17 06:40,"88,099","63,931","23,493",36
2023-03-17 06:45,"88,102","64,429","22,996",35
2023-03-17 06:50,"88,111","64,886","22,547",34
2023-03-17 06:55,"88,120","65,306","22,135",34
2023-03-17 07:00,"88,042","65,619","22,114",34
2023-03-17 07:05,"88,394","66,523","21,871",33
2023-03-17 07:10,"88,402","66,866","21,536",32
2023-03-17 07:15,"88,426","67,432","20,994",31
2023-03-17 07:20,"88,435","67,564","20,871",31
2023-03-17 07:25,"88,454","67,490","20,963",31
2023-03-17 07:30,"88,473","67,532","20,941",31
2023-03-17 07:35,"88,498","67,834","20,663",31
2023-03-17 07:40,"88,512","68,276","20,236",30
2023-03-17 07:45,"88,522","68,487","20,035",29
2023-03-17 07:50,"88,535","68,663","19,872",29
2023-03-17 07:55,"88,570","68,886","19,685",29
2023-03-17 08:00,"88,598","69,465","19,132",28
2023-03-17 08:05,"88,518","69,851","18,667",27
2023-03-17 08:10,"88,578","70,150","18,429",26
2023-03-17 08:15,"88,707","70,519","18,188",26
2023-03-17 08:20,"88,823","70,989","17,834",25
2023-03-17 08:25,"88,915","71,080","17,835",25
2023-03-17 08:30,"88,948","71,620","17,329",24
2023-03-17 08:35,"88,978","71,767","17,212",24
2023-03-17 08:40,"89,027","71,836","17,191",24
2023-03-17 08:45,"89,046","71,834","17,212",24
2023-03-17 08:50,"89,064","72,044","17,020",24
2023-03-17 08:55,"89,103","72,058","17,045",24
2023-03-17 09:00,"89,127","72,070","17,056",24
2023-03-17 09:05,"88,951","71,945","17,006",24
2023-03-17 09:10,"89,164","72,048","17,116",24
2023-03-17 09:15,"89,412","72,152","17,261",24
2023-03-17 09:20,"89,588","72,163","17,425",24
2023-03-17 09:25,"89,162","72,048","17,114",24
2023-03-17 09:30,"89,162","71,600","17,561",25
2023-03-17 09:35,"89,184","71,671","17,513",24
2023-03-17 09:40,"89,193","71,452","17,740",25
2023-03-17 09:45,"89,202","71,305","17,897",25
2023-03-17 09:50,"89,222","71,306","17,916",25
2023-03-17 09:55,"89,213","71,028","18,185",26
2023-03-17 10:00,"89,232","70,671","18,560",26
2023-03-17 10:05,"88,998","70,920","18,078",26
2023-03-17 10:10,"89,129","70,806","18,323",26
2023-03-17 10:15,"88,969","70,908","18,061",26
2023-03-17 10:20,"89,060","70,959","18,102",26
2023-03-17 10:25,"89,066","71,252","17,814",25
2023-03-17 10:30,"89,077","70,772","18,305",26
2023-03-17 10:35,"89,100","70,482","18,618",26
2023-03-17 10:40,"89,081","70,437","18,644",27
2023-03-17 10:45,"89,078","70,346","18,732",27
2023-03-17 10:50,"89,093","70,529","18,564",26
2023-03-17 10:55,"89,134","70,167","18,968",27
2023-03-17 11:00,"89,207","69,540","19,667",28
2023-03-17 11:05,"88,984","69,141","19,843",29
2023-03-17 11:10,"88,925","68,570","20,355",30
2023-03-17 11:15,"88,969","68,481","20,488",30
2023-03-17 11:20,"88,984","68,223","20,761",30
2023-03-17 11:25,"88,952","67,826","21,126",31
2023-03-17 11:30,"88,960","67,578","21,382",32
2023-03-17 11:35,"88,973","66,935","22,038",33
2023-03-17 11:40,"88,989","66,752","22,238",33
2023-03-17 11:45,"88,991","66,432","22,560",34
2023-03-17 11:50,"88,963","65,828","23,079",35
2023-03-17 11:55,"88,959","64,756","23,928",37
2023-03-17 12:00,"88,994","64,207","24,159",37
2023-03-17 12:05,"88,920","64,196","23,897",37
2023-03-17 12:10,"89,015","64,125","24,053",37
2023-03-17 12:15,"89,059","63,930","23,687",36
2023-03-17 12:20,"89,047","64,149","23,183",35
2023-03-17 12:25,"89,077","64,043","23,304",35
2023-03-17 12:30,"89,078","63,957","23,392",36
2023-03-17 12:35,"89,077","63,824","23,523",36
2023-03-17 12:40,"89,047","63,750","23,567",36
2023-03-17 12:45,"89,046","63,992","23,326",36
2023-03-17 12:50,"89,048","64,442","22,884",35
2023-03-17 12:55,"89,025","64,873","22,432",34
2023-03-17 13:00,"89,068","65,566","21,781",32
2023-03-17 13:05,"88,848","65,958","21,788",33
2023-03-17 13:10,"88,852","66,691","21,064",31
2023-03-17 13:15,"88,774","67,188","20,798",31
2023-03-17 13:20,"88,718","66,990","20,940",31
2023-03-17 13:25,"88,719","67,372","20,559",30
2023-03-17 13:30,"88,700","67,695","20,217",30
2023-03-17 13:35,"88,692","68,088","20,144",29
2023-03-17 13:40,"88,712","68,296","20,218",30
2023-03-17 13:45,"88,723","68,504","20,219",30
2023-03-17 13:50,"88,761","68,735","20,026",29
2023-03-17 13:55,"88,742","68,957","19,786",29
2023-03-17 14:00,"88,777","69,261","19,516",28
2023-03-17 14:05,"88,670","68,913","19,757",29
2023-03-17 14:10,"88,612","69,021","19,591",28
2023-03-17 14:15,"88,537","69,000","19,537",28
2023-03-17 14:20,"88,426","68,901","19,525",28
2023-03-17 14:25,"88,371","69,198","19,173",28
2023-03-17 14:30,"88,204","69,077","19,127",28
2023-03-17 14:35,"88,120","69,117","19,003",28
2023-03-17 14:40,"88,109","69,121","18,989",28
2023-03-17 14:45,"88,092","69,113","18,979",28
2023-03-17 14:50,"88,089","69,066","19,023",28
2023-03-17 14:55,"88,006","69,107","18,899",27
2023-03-17 15:00,"88,036","69,063","18,973",28
2023-03-17 15:05,"88,009","68,938","19,070",28
2023-03-17 15:10,"87,962","68,880","19,081",28
2023-03-17 15:15,"87,924","68,956","18,968",28
2023-03-17 15:20,"87,857","69,134","18,723",27
2023-03-17 15:25,"87,774","69,221","18,553",27
2023-03-17 15:30,"87,757","69,353","18,404",27
2023-03-17 15:35,"87,749","69,335","18,414",27
2023-03-17 15:40,"87,760","69,446","18,314",26
2023-03-17 15:45,"88,029","69,582","18,446",27
2023-03-17 15:50,"88,010","69,847","18,163",26
2023-03-17 15:55,"87,909","70,210","17,699",25
2023-03-17 16:00,"87,914","70,511","17,403",25
2023-03-17 16:05,"88,005","70,485","17,521",25
2023-03-17 16:10,"87,957","70,531","17,426",25
2023-03-17 16:15,"87,899","70,774","17,124",24
2023-03-17 16:20,"87,826","70,831","16,994",24
2023-03-17 16:25,"87,732","70,651","17,081",24
2023-03-17 16:30,"87,616","70,834","16,782",24
2023-03-17 16:35,"87,471","70,983","16,488",23
2023-03-17 16:40,"87,434","71,086","16,348",23
2023-03-17 16:45,"87,436","71,200","16,236",23
2023-03-17 16:50,"87,431","71,032","16,399",23
2023-03-17 16:55,"87,430","70,581","16,848",24
2023-03-17 17:00,"87,402","70,279","17,123",24
2023-03-17 17:05,"87,582","69,553","18,029",26
2023-03-17 17:10,"87,550","69,843","17,707",25
2023-03-17 17:15,"87,547","69,762","17,784",26
2023-03-17 17:20,"87,530","69,903","17,627",25
2023-03-17 17:25,"87,486","69,683","17,802",26
2023-03-17 17:30,"87,485","69,509","17,976",26
2023-03-17 17:35,"87,502","69,668","17,834",26
2023-03-17 17:40,"87,498","70,011","17,488",25
2023-03-17 17:45,"87,485","69,902","17,583",25
2023-03-17 17:50,"87,477","69,710","17,767",26
2023-03-17 17:55,"87,476","69,682","17,793",26
2023-03-17 18:00,"87,475","69,809","17,666",25
2023-03-17 18:05,"87,528","69,556","17,971",26
2023-03-17 18:10,"87,470","69,984","17,486",25
2023-03-17 18:15,"87,462","70,023","17,438",25
2023-03-17 18:20,"87,418","69,814","17,604",25
2023-03-17 18:25,"87,455","70,349","17,107",24
2023-03-17 18:30,"87,406","70,382","17,024",24
2023-03-17 18:35,"87,365","70,280","17,085",24
2023-03-17 18:40,"87,343","70,554","16,789",24
2023-03-17 18:45,"87,338","70,459","16,880",24
2023-03-17 18:50,"87,317","70,683","16,634",24
2023-03-17 18:55,"87,317","70,476","16,840",24
2023-03-17 19:00,"87,311","70,627","16,684",24
2023-03-17 19:05,"87,468","70,322","17,146",24
2023-03-17 19:10,"87,428","70,354","17,074",24
2023-03-17 19:15,"87,422","70,266","17,156",24
2023-03-17 19:20,"87,415","69,961","17,454",25
2023-03-17 19:25,"87,421","69,975","17,446",25
2023-03-17 19:30,"87,943","69,549","18,394",26
2023-03-17 19:35,"87,949","69,508","18,440",27
2023-03-17 19:40,"87,957","69,551","18,406",27
2023-03-17 19:45,"87,934","69,201","18,734",27
2023-03-17 19:50,"87,937","68,921","19,016",28
2023-03-17 19:55,"87,928","69,095","18,833",27
2023-03-17 20:00,"87,927","69,086","18,840",27
2023-03-17 20:05,"88,026","68,638","19,388",28
2023-03-17 20:10,"88,021","68,365","19,656",29
2023-03-17 20:15,"88,045","68,060","19,985",29
2023-03-17 20:20,"88,090","68,036","20,054",30
2023-03-17 20:25,"88,082","67,935","20,146",30
2023-03-17 20:30,"88,083","67,915","20,168",30
2023-03-17 20:35,"87,997","67,542","20,455",30
2023-03-17 20:40,"87,850","67,376","20,474",30
2023-03-17 20:45,"87,839","67,131","20,708",31
2023-03-17 20:50,"87,824","67,161","20,663",31
2023-03-17 20:55,"87,935","66,963","20,972",31
2023-03-17 21:00,"88,092","66,914","21,178",32
2023-03-17 21:05,"88,317","66,613","21,704",33
2023-03-17 21:10,"88,356","66,510","21,846",33
2023-03-17 21:15,"88,334","66,492","21,842",33
2023-03-17 21:20,"88,308","66,205","22,103",33
2023-03-17 21:25,"88,308","66,179","22,128",33
2023-03-17 21:30,"88,309","65,953","22,356",34
2023-03-17 21:35,"88,302","65,999","22,304",34
2023-03-17 21:40,"88,295","65,598","22,697",35
2023-03-17 21:45,"88,273","65,187","23,086",35
2023-03-17 21:50,"87,966","65,359","22,607",35
2023-03-17 21:55,"87,808","65,236","22,571",35
2023-03-17 22:00,"87,802","65,671","22,131",34
2023-03-17 22:05,"87,875","66,024","21,851",33
2023-03-17 22:10,"87,878","66,175","21,703",33
2023-03-17 22:15,"87,987","66,307","21,680",33
2023-03-17 22:20,"88,240","66,431","21,809",33
2023-03-17 22:25,"88,296","66,423","21,873",33
2023-03-17 22:30,"88,331","66,347","21,984",33
2023-03-17 22:35,"88,333","65,913","22,420",34
2023-03-17 22:40,"88,340","65,788","22,552",34
2023-03-17 22:45,"88,360","65,794","22,567",34
2023-03-17 22:50,"88,355","65,848","22,507",34
2023-03-17 22:55,"88,307","65,537","22,770",35
2023-03-17 23:00,"87,994","65,942","22,052",33
2023-03-17 23:05,"86,788","66,519","20,268",31
2023-03-17 23:10,"86,771","66,363","20,408",31
2023-03-17 23:15,"86,745","66,195","20,550",31
2023-03-17 23:20,"86,712","66,139","20,573",31
2023-03-17 23:25,"86,703","65,815","20,888",32
2023-03-17 23:30,"86,709","65,320","21,389",33
2023-03-17 23:35,"86,645","64,754","21,891",34
2023-03-17 23:40,"86,650","64,743","21,907",34
2023-03-17 23:45,"86,663","64,467","22,196",34
2023-03-17 23:50,"86,642","64,289","22,353",35
2023-03-17 23:55,"86,637","63,765","22,872",36
2023-03-18 00:00,"86,633","62,958","23,676",38
2023-03-18 00:05,"84,285","62,530","21,754",35
2023-03-18 00:10,"84,261","62,325","21,935",35
2023-03-18 00:15,"84,232","61,932","22,299",36
2023-03-18 00:20,"84,536","61,810","22,725",37
2023-03-18 00:25,"84,527","61,312","23,215",38
2023-03-18 00:30,"84,531","60,908","23,622",39
2023-03-18 00:35,"84,538","61,007","23,531",39
2023-03-18 00:40,"84,542","60,824","23,718",39
2023-03-18 00:45,"84,533","60,490","24,042",40
2023-03-18 00:50,"84,538","60,302","24,236",40
2023-03-18 00:55,"84,544","60,043","24,501",41
2023-03-18 01:00,"84,534","59,793","24,742",41
2023-03-18 01:05,"84,812","59,480","25,332",43
2023-03-18 01:10,"84,806","59,368","25,438",43
2023-03-18 01:15,"84,794","58,969","25,825",44
2023-03-18 01:20,"84,783","59,086","25,697",44
2023-03-18 01:25,"84,780","59,136","25,644",43
2023-03-18 01:30,"84,786","58,901","25,884",44
2023-03-18 01:35,"84,783","58,624","26,159",45
2023-03-18 01:40,"84,782","58,384","26,398",45
2023-03-18 01:45,"84,769","58,565","26,204",45
2023-03-18 01:50,"84,769","58,537","26,232",45
2023-03-18 01:55,"84,786","58,195","26,592",46
2023-03-18 02:00,"84,786","57,503","27,283",47
2023-03-18 02:05,"84,884","57,597","27,288",47
2023-03-18 02:10,"84,890","57,729","27,161",47
2023-03-18 02:15,"84,898","57,813","27,086",47
2023-03-18 02:20,"84,908","57,665","27,243",47
2023-03-18 02:25,"84,920","57,477","27,443",48
2023-03-18 02:30,"84,930","57,500","27,421",48
2023-03-18 02:35,"84,936","57,580","27,322",47
2023-03-18 02:40,"84,937","57,294","27,265",47
2023-03-18 02:45,"84,930","57,372","27,181",47
2023-03-18 02:50,"84,944","57,067","27,499",48
2023-03-18 02:55,"84,941","57,042","27,521",48
2023-03-18 03:00,"84,926","56,862","27,687",48
2023-03-18 03:05,"84,970","56,720","27,872",49
2023-03-18 03:10,"85,013","56,571","27,725",48
2023-03-18 03:15,"85,003","56,708","27,581",48
2023-03-18 03:20,"84,991","56,630","27,331",47
2023-03-18 03:25,"85,006","56,344","27,630",48
2023-03-18 03:30,"85,008","56,678","27,300",47
2023-03-18 03:35,"84,995","56,914","27,052",47
2023-03-18 03:40,"85,005","56,852","27,123",47
2023-03-18 03:45,"85,008","56,726","27,250",47
2023-03-18 03:50,"85,008","56,628","27,350",47
2023-03-18 03:55,"84,997","56,708","27,261",47
2023-03-18 04:00,"84,939","56,484","27,423",48
2023-03-18 04:05,"84,998","56,354","27,615",48
2023-03-18 04:10,"85,666","56,600","28,040",49
2023-03-18 04:15,"85,697","56,708","27,919",48
2023-03-18 04:20,"85,699","56,702","27,764",48
2023-03-18 04:25,"85,668","56,791","27,645",48
2023-03-18 04:30,"85,657","56,808","27,617",48
2023-03-18 04:35,"85,650","56,887","27,530",47
2023-03-18 04:40,"85,652","56,821","27,596",48
2023-03-18 04:45,"85,641","57,055","27,356",47
2023-03-18 04:50,"85,642","56,993","27,418",47
2023-03-18 04:55,"85,649","56,963","27,456",47
2023-03-18 05:00,"85,652","56,740","27,677",48
2023-03-18 05:05,"85,955","56,935","27,789",48
2023-03-18 05:10,"85,965","57,499","27,611",47
2023-03-18 05:15,"85,957","57,331","27,771",48
2023-03-18 05:20,"85,950","57,635","27,486",47
2023-03-18 05:25,"85,915","57,606","28,102",49
2023-03-18 05:30,"85,927","57,790","27,932",48
2023-03-18 05:35,"85,947","57,808","27,934",48
2023-03-18 05:40,"85,964","57,842","28,122",49
2023-03-18 05:45,"85,992","57,920","28,071",49
2023-03-18 05:50,"85,999","58,086","27,913",48
2023-03-18 05:55,"85,975","58,306","27,670",48
2023-03-18 06:00,"85,964","58,068","27,896",48
2023-03-18 06:05,"86,123","58,788","27,335",47
2023-03-18 06:10,"86,130","58,962","27,168",46
2023-03-18 06:15,"86,140","58,762","27,377",47
2023-03-18 06:20,"86,144","58,787","27,357",47
2023-03-18 06:25,"86,145","58,948","27,197",46
2023-03-18 06:30,"86,106","58,676","27,430",47
2023-03-18 06:35,"86,098","58,979","27,118",46
2023-03-18 06:40,"86,102","59,085","27,016",46
2023-03-18 06:45,"86,103","59,123","26,981",46
2023-03-18 06:50,"86,105","59,004","27,102",46
2023-03-18 06:55,"86,107","58,990","27,117",46
2023-03-18 07:00,"86,100","58,996","27,104",46
2023-03-18 07:05,"85,581","59,401","26,180",44
2023-03-18 07:10,"85,597","59,511","26,086",44
2023-03-18 07:15,"85,598","59,558","26,040",44
2023-03-18 07:20,"85,605","59,379","26,226",44
2023-03-18 07:25,"85,633","59,423","26,210",44
2023-03-18 07:30,"85,635","59,398","26,237",44
2023-03-18 07:35,"86,621","59,352","27,268",46
2023-03-18 07:40,"86,649","58,934","27,715",47
2023-03-18 07:45,"86,677","58,683","27,994",48
2023-03-18 07:50,"86,683","58,593","28,090",48
2023-03-18 07:55,"86,708","58,045","28,663",49
