일시,공급능력(MW),현재부하(MW),공급예비력(MW),공급예비율(%)
2023-03-18 08:00,"86,745","58,060","28,685",49
2023-03-18 08:05,"86,521","58,245","28,276",49
2023-03-18 08:10,"86,652","58,202","28,450",49
2023-03-18 08:15,"86,812","58,356","28,455",49
2023-03-18 08:20,"86,945","58,187","28,758",49
2023-03-18 08:25,"86,977","58,431","28,547",49
2023-03-18 08:30,"87,019","58,360","28,659",49
2023-03-18 08:35,"87,045","58,313","28,733",49
2023-03-18 08:40,"87,094","57,982","29,111",50
2023-03-18 08:45,"87,140","57,821","29,319",51
2023-03-18 08:50,"87,174","57,827","29,347",51
2023-03-18 08:55,"87,207","57,255","29,952",52
2023-03-18 09:00,"87,262","57,178","30,084",53
2023-03-18 09:05,"87,098","57,056","30,042",53
2023-03-18 09:10,"87,354","57,124","30,230",53
2023-03-18 09:15,"87,588","56,841","30,748",54
2023-03-18 09:20,"87,843","57,120","30,723",54
2023-03-18 09:25,"87,922","56,894","31,028",55
2023-03-18 09:30,"87,985","56,234","31,751",57
2023-03-18 09:35,"88,036","56,065","31,971",57
2023-03-18 09:40,"88,108","55,762","32,347",58
2023-03-18 09:45,"88,096","55,706","32,382",58
2023-03-18 09:50,"88,190","55,554","32,437",58
2023-03-18 09:55,"88,276","55,078","32,820",59
2023-03-18 10:00,"88,321","54,677","33,268",60
2023-03-18 10:05,"87,150","55,054","31,719",57
2023-03-18 10:10,"87,392","54,790","32,224",58
2023-03-18 10:15,"87,678","55,043","32,246",58
2023-03-18 10:20,"88,033","54,997","32,402",58
2023-03-18 10:25,"88,151","55,162","32,353",58
2023-03-18 10:30,"88,326","54,552","33,137",60
2023-03-18 10:35,"88,468","54,296","33,537",61
2023-03-18 10:40,"88,560","54,044","33,880",62
2023-03-18 10:45,"88,605","53,958","33,678",61
2023-03-18 10:50,"88,653","53,614","34,068",62
2023-03-18 10:55,"88,620","53,332","34,317",63
2023-03-18 11:00,"88,622","52,852","34,797",65
2023-03-18 11:05,"88,379","52,748","34,659",65
2023-03-18 11:10,"88,382","52,663","34,746",65
2023-03-18 11:15,"88,441","52,342","35,128",66
2023-03-18 11:20,"88,472","52,138","35,363",67
2023-03-18 11:25,"88,514","51,992","35,538",67
2023-03-18 11:30,"88,543","51,568","35,674",68
2023-03-18 11:35,"88,545","51,354","35,887",68
2023-03-18 11:40,"88,558","50,671","36,581",70
2023-03-18 11:45,"88,578","50,394","36,869",71
2023-03-18 11:50,"88,593","50,116","37,028",72
2023-03-18 11:55,"88,556","49,778","37,095",72
2023-03-18 12:00,"88,525","49,245","37,290",73
2023-03-18 12:05,"88,403","49,363","37,023",72
2023-03-18 12:10,"88,474","48,950","37,327",73
2023-03-18 12:15,"88,271","48,746","37,336",73
2023-03-18 12:20,"88,437","48,794","37,446",73
2023-03-18 12:25,"88,469","48,513","37,461",73
2023-03-18 12:30,"88,476","48,315","37,664",74
2023-03-18 12:35,"88,488","48,523","37,471",73
2023-03-18 12:40,"88,477","48,082","37,894",75
2023-03-18 12:45,"88,470","48,113","37,865",75
2023-03-18 12:50,"88,471","47,844","38,128",76
2023-03-18 12:55,"88,487","47,739","38,255",76
2023-03-18 13:00,"88,514","48,156","37,877",75
2023-03-18 13:05,"87,376","48,313","36,583",72
2023-03-18 13:10,"87,512","48,414","36,615",72
2023-03-18 13:15,"87,578","48,670","36,431",71
2023-03-18 13:20,"87,635","48,639","36,514",71
2023-03-18 13:25,"87,628","48,421","36,718",72
2023-03-18 13:30,"87,630","48,611","36,538",72
2023-03-18 13:35,"87,632","48,643","36,510",71
2023-03-18 13:40,"87,637","48,929","36,243",71
2023-03-18 13:45,"87,673","48,861","36,336",71
2023-03-18 13:50,"87,674","49,062","36,142",70
2023-03-18 13:55,"87,655","48,960","36,226",70
2023-03-18 14:00,"87,677","49,090","36,110",70
2023-03-18 14:05,"87,744","48,926","36,341",71
2023-03-18 14:10,"87,771","49,236","36,070",70
2023-03-18 14:15,"87,826","48,761","36,596",71
2023-03-18 14:20,"87,868","48,665","36,732",72
2023-03-18 14:25,"87,865","49,089","36,315",70
2023-03-18 14:30,"87,822","49,310","36,060",70
2023-03-18 14:35,"87,666","49,383","35,824",69
2023-03-18 14:40,"87,500","49,631","35,413",68
2023-03-18 14:45,"87,481","49,508","35,514",68
2023-03-18 14:50,"87,462","49,647","35,365",68
2023-03-18 14:55,"87,447","49,990","35,013",67
2023-03-18 15:00,"87,420","49,712","35,251",68
2023-03-18 15:05,"87,655","49,831","35,373",68
2023-03-18 15:10,"87,679","49,991","34,916",66
2023-03-18 15:15,"87,630","50,293","34,563",65
2023-03-18 15:20,"87,594","50,356","34,468",65
2023-03-18 15:25,"87,559","50,764","34,336",65
2023-03-18 15:30,"87,500","50,790","34,254",64
2023-03-18 15:35,"87,460","51,335","33,987",64
2023-03-18 15:40,"87,414","51,507","33,772",63
2023-03-18 15:45,"87,396","51,645","33,980",64
2023-03-18 15:50,"87,384","51,940","33,678",63
2023-03-18 15:55,"87,318","51,976","33,574",63
2023-03-18 16:00,"87,321","52,371","33,183",61
2023-03-18 16:05,"87,242","52,599","32,879",61
2023-03-18 16:10,"87,026","52,684","32,834",61
2023-03-18 16:15,"86,787","53,038","32,246",59
2023-03-18 16:20,"86,607","53,032","32,064",59
2023-03-18 16:25,"86,589","53,519","31,568",57
2023-03-18 16:30,"86,553","53,963","31,088",56
2023-03-18 16:35,"86,517","54,384","30,630",55
2023-03-18 16:40,"86,509","54,494","30,807",55
2023-03-18 16:45,"86,393","54,951","30,244",54
2023-03-18 16:50,"86,326","55,223","29,898",53
2023-03-18 16:55,"86,284","55,513","29,566",52
2023-03-18 17:00,"86,256","56,166","28,886",50
2023-03-18 17:05,"86,100","56,042","28,855",50
2023-03-18 17:10,"85,635","56,089","28,344",50
2023-03-18 17:15,"85,019","56,133","27,687",48
2023-03-18 17:20,"84,612","56,288","27,125",47
2023-03-18 17:25,"84,562","56,752","26,978",47
2023-03-18 17:30,"84,497","57,304","27,193",48
2023-03-18 17:35,"84,478","57,515","26,962",47
2023-03-18 17:40,"84,462","58,064","26,398",46
2023-03-18 17:45,"84,421","58,529","25,893",44
2023-03-18 17:50,"84,396","58,648","25,748",44
2023-03-18 17:55,"84,370","58,700","25,670",44
2023-03-18 18:00,"84,342","59,141","25,200",43
2023-03-18 18:05,"84,488","59,531","24,957",42
2023-03-18 18:10,"84,362","59,543","24,820",42
2023-03-18 18:15,"84,154","59,600","24,554",41
2023-03-18 18:20,"83,959","60,050","23,908",40
2023-03-18 18:25,"83,777","60,250","23,527",39
2023-03-18 18:30,"83,772","60,596","23,177",38
2023-03-18 18:35,"83,756","60,697","23,059",38
2023-03-18 18:40,"83,740","60,739","23,001",38
2023-03-18 18:45,"83,733","60,960","22,773",37
2023-03-18 18:50,"83,718","61,458","22,260",36
2023-03-18 18:55,"83,716","61,525","22,192",36
2023-03-18 19:00,"83,714","61,658","22,057",36
2023-03-18 19:05,"83,919","61,640","22,279",36
2023-03-18 19:10,"83,896","61,568","22,328",36
2023-03-18 19:15,"83,886","61,972","21,914",35
2023-03-18 19:20,"83,867","61,586","22,281",36
2023-03-18 19:25,"83,870","61,744","22,126",36
2023-03-18 19:30,"83,868","61,840","22,028",36
2023-03-18 19:35,"83,877","61,705","22,172",36
2023-03-18 19:40,"83,894","61,601","22,293",36
2023-03-18 19:45,"83,880","61,468","22,411",37
2023-03-18 19:50,"83,859","61,564","22,295",36
2023-03-18 19:55,"83,858","61,559","22,298",36
2023-03-18 20:00,"83,854","61,542","22,312",36
2023-03-18 20:05,"83,928","61,512","22,416",36
2023-03-18 20:10,"83,952","61,323","22,630",37
2023-03-18 20:15,"83,982","61,464","22,518",37
2023-03-18 20:20,"84,038","61,468","22,569",37
2023-03-18 20:25,"84,041","61,433","22,608",37
2023-03-18 20:30,"84,021","61,433","22,588",37
2023-03-18 20:35,"84,054","61,375","22,678",37
2023-03-18 20:40,"84,041","61,490","22,551",37
2023-03-18 20:45,"84,019","61,214","22,805",37
2023-03-18 20:50,"84,022","61,168","22,854",37
2023-03-18 20:55,"84,024","60,972","23,053",38
2023-03-18 21:00,"84,018","61,059","22,959",38
2023-03-18 21:05,"84,095","60,689","23,406",39
2023-03-18 21:10,"84,028","60,493","23,535",39
2023-03-18 21:15,"84,013","60,478","23,536",39
2023-03-18 21:20,"84,007","60,770","23,236",38
2023-03-18 21:25,"83,994","60,856","23,138",38
2023-03-18 21:30,"83,982","61,056","22,926",38
2023-03-18 21:35,"83,970","60,462","23,508",39
2023-03-18 21:40,"83,949","60,680","23,269",38
2023-03-18 21:45,"83,945","60,701","23,244",38
2023-03-18 21:50,"83,868","60,501","23,367",39
2023-03-18 21:55,"83,858","60,768","23,091",38
2023-03-18 22:00,"83,820","60,777","23,044",38
2023-03-18 22:05,"83,959","61,256","22,703",37
2023-03-18 22:10,"83,928","61,358","22,570",37
2023-03-18 22:15,"83,820","61,367","22,453",37
2023-03-18 22:20,"83,784","61,394","22,391",37
2023-03-18 22:25,"83,711","61,515","22,197",36
2023-03-18 22:30,"83,705","61,672","22,032",36
2023-03-18 22:35,"83,706","61,129","22,577",37
2023-03-18 22:40,"83,709","60,967","22,742",37
2023-03-18 22:45,"83,713","60,653","23,060",38
2023-03-18 22:50,"83,713","60,619","23,094",38
2023-03-18 22:55,"83,736","60,804","22,931",38
2023-03-18 23:00,"83,729","61,150","22,578",37
2023-03-18 23:05,"83,782","61,549","22,233",36
2023-03-18 23:10,"83,735","61,672","22,063",36
2023-03-18 23:15,"83,650","61,816","21,834",35
2023-03-18 23:20,"83,598","61,563","22,035",36
2023-03-18 23:25,"83,555","60,855","22,700",37
2023-03-18 23:30,"83,551","60,680","22,871",38
2023-03-18 23:35,"83,546","60,557","22,989",38
2023-03-18 23:40,"83,548","60,280","23,269",39
2023-03-18 23:45,"83,558","60,261","23,296",39
2023-03-18 23:50,"83,564","59,782","23,782",40
2023-03-18 23:55,"83,586","59,180","24,406",41
2023-03-19 00:00,"83,591","59,061","24,530",42
2023-03-19 00:05,"84,486","58,744","25,742",44
2023-03-19 00:10,"84,473","58,256","26,217",45
2023-03-19 00:15,"84,422","57,897","26,525",46
2023-03-19 00:20,"84,400","57,609","26,792",47
2023-03-19 00:25,"84,394","57,371","27,024",47
2023-03-19 00:30,"84,393","57,024","27,369",48
2023-03-19 00:35,"84,404","56,501","27,903",49
2023-03-19 00:40,"84,410","56,587","27,823",49
2023-03-19 00:45,"84,431","56,254","28,178",50
2023-03-19 00:50,"84,438","55,946","28,492",51
2023-03-19 00:55,"84,421","55,669","28,753",52
2023-03-19 01:00,"84,430","55,276","29,154",53
2023-03-19 01:05,"84,587","55,436","29,151",53
2023-03-19 01:10,"84,599","55,518","29,081",52
2023-03-19 01:15,"84,609","55,281","29,328",53
2023-03-19 01:20,"84,588","55,077","29,511",54
2023-03-19 01:25,"84,588","54,751","29,837",55
2023-03-19 01:30,"84,587","54,673","29,914",55
2023-03-19 01:35,"84,590","54,674","29,916",55
2023-03-19 01:40,"84,591","54,286","30,305",56
2023-03-19 01:45,"84,579","54,224","30,356",56
2023-03-19 01:50,"84,580","54,012","30,568",57
2023-03-19 01:55,"84,577","53,993","30,584",57
2023-03-19 02:00,"84,566","54,013","30,554",57
2023-03-19 02:05,"84,612","53,847","30,765",57
2023-03-19 02:10,"84,607","53,681","30,926",58
2023-03-19 02:15,"84,591","53,419","31,172",58
2023-03-19 02:20,"84,572","53,539","31,010",58
2023-03-19 02:25,"84,084","53,546","30,162",56
2023-03-19 02:30,"83,351","53,529","29,443",55
2023-03-19 02:35,"83,350","53,152","29,819",56
2023-03-19 02:40,"83,355","53,187","29,451",55
2023-03-19 02:45,"83,341","53,235","29,379",54
2023-03-19 02:50,"83,338","53,043","29,244",54
2023-03-19 02:55,"83,328","52,889","29,387",55
2023-03-19 03:00,"83,328","52,766","29,511",55
2023-03-19 03:05,"83,391","53,002","29,340",54
2023-03-19 03:10,"83,411","52,871","29,488",55
2023-03-19 03:15,"83,422","53,041","29,333",54
2023-03-19 03:20,"83,419","52,521","29,846",56
2023-03-19 03:25,"83,419","52,832","29,540",55
2023-03-19 03:30,"83,420","52,768","29,602",55
2023-03-19 03:35,"83,401","52,855","29,499",55
2023-03-19 03:40,"83,403","52,818","29,539",55
2023-03-19 03:45,"83,412","52,744","29,620",55
2023-03-19 03:50,"83,410","52,872","29,492",55
2023-03-19 03:55,"83,413","52,804","29,562",55
2023-03-19 04:00,"83,400","53,025","29,329",54
2023-03-19 04:05,"83,424","52,678","29,698",55
2023-03-19 04:10,"83,435","52,699","29,690",55
2023-03-19 04:15,"83,458","52,885","29,527",55
2023-03-19 04:20,"83,443","53,129","29,269",54
2023-03-19 04:25,"83,454","53,050","29,358",54
2023-03-19 04:30,"83,447","53,022","29,380",54
2023-03-19 04:35,"83,443","53,236","29,164",54
2023-03-19 04:40,"83,441","53,626","28,773",53
2023-03-19 04:45,"83,442","53,791","28,607",52
2023-03-19 04:50,"83,444","53,667","28,731",53
2023-03-19 04:55,"83,416","53,672","28,703",53
2023-03-19 05:00,"83,417","53,527","28,846",53
2023-03-19 05:05,"83,498","54,065","28,393",52
2023-03-19 05:10,"83,465","54,034","28,389",52
2023-03-19 05:15,"83,459","54,057","28,735",53
2023-03-19 05:20,"83,457","54,275","28,852",53
2023-03-19 05:25,"83,457","54,204","29,253",54
2023-03-19 05:30,"83,458","54,188","29,271",54
2023-03-19 05:35,"83,460","54,380","29,080",54
2023-03-19 05:40,"83,452","54,676","28,777",53
2023-03-19 05:45,"83,445","54,681","28,764",53
2023-03-19 05:50,"83,437","54,977","28,460",52
2023-03-19 05:55,"83,424","54,950","28,474",52
2023-03-19 06:00,"83,424","54,970","28,454",52
2023-03-19 06:05,"83,440","55,340","28,100",51
2023-03-19 06:10,"83,409","55,515","27,894",50
2023-03-19 06:15,"83,278","55,344","27,934",51
2023-03-19 06:20,"83,274","55,322","27,953",51
2023-03-19 06:25,"83,268","55,402","27,866",50
2023-03-19 06:30,"83,281","55,364","27,918",50
2023-03-19 06:35,"83,282","55,335","27,947",51
2023-03-19 06:40,"83,275","55,344","27,931",51
2023-03-19 06:45,"83,265","55,287","27,978",51
2023-03-19 06:50,"83,263","55,426","27,837",50
2023-03-19 06:55,"83,270","55,369","27,901",50
2023-03-19 07:00,"83,259","55,370","27,888",50
2023-03-19 07:05,"83,154","55,109","28,045",51
2023-03-19 07:10,"83,156","55,402","27,754",50
2023-03-19 07:15,"83,179","55,443","27,736",50
2023-03-19 07:20,"83,201","55,048","28,154",51
2023-03-19 07:25,"83,216","54,693","28,523",52
2023-03-19 07:30,"83,231","54,130","29,102",54
2023-03-19 07:35,"83,258","54,119","29,139",54
2023-03-19 07:40,"83,286","53,651","29,634",55
2023-03-19 07:45,"83,323","53,201","30,123",57
2023-03-19 07:50,"83,356","53,016","30,341",57
2023-03-19 07:55,"83,415","52,724","30,691",58
2023-03-19 08:00,"83,458","52,476","30,982",59
2023-03-19 08:05,"83,169","52,087","31,082",60
2023-03-19 08:10,"83,347","51,697","31,650",61
2023-03-19 08:15,"83,572","51,487","32,085",62
2023-03-19 08:20,"83,753","51,472","32,281",63
2023-03-19 08:25,"83,788","51,341","32,447",63
2023-03-19 08:30,"83,830","51,132","32,698",64
2023-03-19 08:35,"83,869","50,437","33,432",66
2023-03-19 08:40,"83,916","50,024","33,892",68
2023-03-19 08:45,"83,946","49,546","34,383",69
2023-03-19 08:50,"84,005","49,027","34,600",70
2023-03-19 08:55,"84,060","48,862","34,818",71
2023-03-19 09:00,"84,104","48,492","34,904",71
2023-03-19 09:05,"84,059","47,988","35,030",71
2023-03-19 09:10,"84,391","48,320","34,710",70
2023-03-19 09:15,"84,671","48,241","35,069",71
2023-03-19 09:20,"84,991","48,126","35,500",72
2023-03-19 09:25,"85,027","47,794","35,870",73
2023-03-19 09:30,"85,050","47,312","36,144",74
2023-03-19 09:35,"85,083","47,236","36,232",74
2023-03-19 09:40,"85,124","46,965","36,541",75
2023-03-19 09:45,"85,180","46,592","36,966",77
2023-03-19 09:50,"85,234","46,684","36,935",77
2023-03-19 09:55,"85,273","46,364","37,286",78
2023-03-19 10:00,"85,325","46,095","37,608",79
2023-03-19 10:05,"85,190","46,904","36,980",77
2023-03-19 10:10,"85,206","46,907","36,997",77
2023-03-19 10:15,"85,474","46,827","37,342",78
2023-03-19 10:20,"85,660","46,635","37,722",79
2023-03-19 10:25,"85,864","46,833","37,731",78
2023-03-19 10:30,"85,818","46,297","38,476",81
2023-03-19 10:35,"85,840","46,329","38,468",81
2023-03-19 10:40,"85,878","46,103","38,732",82
2023-03-19 10:45,"85,902","45,681","39,177",84
2023-03-19 10:50,"85,900","45,753","39,101",84
2023-03-19 10:55,"85,955","45,588","39,106",84
2023-03-19 11:00,"85,990","45,520","38,912",83
2023-03-19 11:05,"85,445","45,070","38,812",83
2023-03-19 11:10,"85,462","44,847","39,058",84
2023-03-19 11:15,"85,466","44,878","39,031",84
2023-03-19 11:20,"85,529","44,442","39,521",86
2023-03-19 11:25,"85,547","44,289","39,695",87
2023-03-19 11:30,"85,558","44,133","39,612",86
2023-03-19 11:35,"85,589","44,145","39,558",86
2023-03-19 11:40,"85,590","44,041","39,424",85
2023-03-19 11:45,"85,606","43,878","39,602",86
2023-03-19 11:50,"85,617","43,609","39,879",87
2023-03-19 11:55,"85,623","43,198","40,303",89
2023-03-19 12:00,"85,644","43,293","40,210",89
2023-03-19 12:05,"85,542","43,400","39,646",86
2023-03-19 12:10,"85,629","43,130","39,982",88
2023-03-19 12:15,"85,681","43,285","39,570",86
2023-03-19 12:20,"85,783","43,269","39,688",86
2023-03-19 12:25,"85,880","43,198","39,854",87
2023-03-19 12:30,"85,894","43,043","40,035",87
2023-03-19 12:35,"85,907","43,406","39,692",86
2023-03-19 12:40,"85,917","43,470","39,638",86
2023-03-19 12:45,"85,934","43,289","39,830",86
2023-03-19 12:50,"85,932","43,011","40,108",88
2023-03-19 12:55,"85,942","43,070","40,067",87
2023-03-19 13:00,"85,947","43,006","40,126",88
2023-03-19 13:05,"85,829","43,268","39,751",86
2023-03-19 13:10,"85,841","43,314","39,715",86
2023-03-19 13:15,"85,917","43,071","40,037",87
2023-03-19 13:20,"85,945","43,152","39,991",87
2023-03-19 13:25,"85,950","43,400","39,880",87
2023-03-19 13:30,"85,947","43,570","39,692",86
2023-03-19 13:35,"85,962","43,461","39,576",85
2023-03-19 13:40,"85,952","43,410","39,607",86
2023-03-19 13:45,"85,973","43,532","39,507",85
2023-03-19 13:50,"85,999","43,962","39,118",83
2023-03-19 13:55,"86,013","43,924","39,171",84
2023-03-19 14:00,"86,048","43,767","39,357",84
2023-03-19 14:05,"86,057","43,813","39,328",84
2023-03-19 14:10,"86,096","43,635","39,529",85
2023-03-19 14:15,"86,140","44,076","39,149",83
2023-03-19 14:20,"86,194","44,116","39,161",83
2023-03-19 14:25,"86,164","44,234","39,020",83
2023-03-19 14:30,"86,191","44,710","38,872",82
2023-03-19 14:35,"86,148","44,678","38,854",82
2023-03-19 14:40,"86,173","44,831","38,728",82
2023-03-19 14:45,"86,162","44,850","38,690",82
2023-03-19 14:50,"86,141","45,217","38,323",80
2023-03-19 14:55,"86,125","45,088","38,426",81
2023-03-19 15:00,"86,088","45,327","38,147",80
2023-03-19 15:05,"86,574","45,736","38,227",79
2023-03-19 15:10,"86,500","45,926","37,964",78
2023-03-19 15:15,"86,421","45,969","37,845",78
2023-03-19 15:20,"86,364","46,354","37,403",76
2023-03-19 15:25,"86,336","46,693","37,046",75
2023-03-19 15:30,"86,308","46,984","36,718",74
2023-03-19 15:35,"86,284","47,105","36,571",74
2023-03-19 15:40,"86,264","47,805","35,864",71
2023-03-19 15:45,"86,216","48,041","35,580",70
2023-03-19 15:50,"86,161","48,032","35,534",70
2023-03-19 15:55,"86,101","48,397","35,108",69
2023-03-19 16:00,"86,057","48,937","34,525",67
2023-03-19 16:05,"85,960","49,109","34,254",66
2023-03-19 16:10,"85,707","49,471","34,008",66
2023-03-19 16:15,"85,424","49,527","33,865",66
2023-03-19 16:20,"85,185","49,905","33,256",64
2023-03-19 16:25,"85,141","50,562","32,804",63
2023-03-19 16:30,"85,071","50,918","32,747",63
2023-03-19 16:35,"85,014","51,245","32,361",62
2023-03-19 16:40,"84,948","51,533","32,165",61
2023-03-19 16:45,"84,916","51,938","31,890",60
2023-03-19 16:50,"84,852","52,797","30,972",58
2023-03-19 16:55,"84,819","53,058","30,678",57
2023-03-19 17:00,"84,728","53,518","30,124",55
2023-03-19 17:05,"85,576","53,702","30,789",56
2023-03-19 17:10,"85,249","53,907","30,260",55
2023-03-19 17:15,"84,996","54,061","29,849",54
2023-03-19 17:20,"84,704","54,140","29,478",53
2023-03-19 17:25,"84,712","54,952","28,982",52
2023-03-19 17:30,"84,674","55,171","28,724",51
2023-03-19 17:35,"84,649","55,685","28,183",50
2023-03-19 17:40,"84,618","56,186","27,908",49
2023-03-19 17:45,"84,582","56,482","27,576",48
2023-03-19 17:50,"84,548","56,937","27,286",48
2023-03-19 17:55,"84,505","57,262","26,916",47
2023-03-19 18:00,"84,483","57,543","26,612",46
2023-03-19 18:05,"85,267","57,810","27,130",47
2023-03-19 18:10,"85,179","58,149","26,703",46
2023-03-19 18:15,"85,060","58,517","26,543",45
2023-03-19 18:20,"84,857","58,656","26,201",45
2023-03-19 18:25,"84,385","58,689","25,696",44
2023-03-19 18:30,"84,347","58,781","25,566",44
2023-03-19 18:35,"84,340","59,087","25,253",43
2023-03-19 18:40,"84,317","59,357","24,960",42
2023-03-19 18:45,"84,300","59,968","24,332",41
2023-03-19 18:50,"84,306","60,157","24,149",40
2023-03-19 18:55,"84,307","60,471","23,836",39
2023-03-19 19:00,"84,308","60,558","23,751",39
2023-03-19 19:05,"84,491","60,438","24,052",40
2023-03-19 19:10,"84,338","60,606","23,732",39
2023-03-19 19:15,"84,316","60,683","23,632",39
2023-03-19 19:20,"84,304","60,738","23,566",39
2023-03-19 19:25,"84,302","60,654","23,648",39
2023-03-19 19:30,"84,305","60,800","23,506",39
2023-03-19 19:35,"84,306","60,869","23,438",39
2023-03-19 19:40,"84,306","60,785","23,520",39
2023-03-19 19:45,"84,306","60,721","23,586",39
2023-03-19 19:50,"84,390","60,412","23,978",40
2023-03-19 19:55,"84,403","60,660","23,743",39
2023-03-19 20:00,"84,410","60,703","23,706",39
2023-03-19 20:05,"85,000","60,756","24,244",40
2023-03-19 20:10,"85,013","60,753","24,260",40
2023-03-19 20:15,"85,068","60,612","24,456",40
2023-03-19 20:20,"85,090","60,444","24,646",41
2023-03-19 20:25,"85,060","60,733","24,327",40
2023-03-19 20:30,"85,064","60,545","24,519",41
2023-03-19 20:35,"85,062","60,498","24,564",41
2023-03-19 20:40,"85,066","60,276","24,790",41
2023-03-19 20:45,"85,060","60,310","24,750",41
2023-03-19 20:50,"84,797","60,245","24,552",41
2023-03-19 20:55,"84,776","60,138","24,638",41
2023-03-19 21:00,"84,763","60,076","24,687",41
2023-03-19 21:05,"84,829","60,012","24,817",41
2023-03-19 21:10,"84,796","60,007","24,789",41
2023-03-19 21:15,"84,746","59,923","24,823",41
2023-03-19 21:20,"84,756","59,737","25,019",42
2023-03-19 21:25,"84,754","59,953","24,800",41
2023-03-19 21:30,"84,742","60,158","24,584",41
2023-03-19 21:35,"84,734","60,197","24,537",41
2023-03-19 21:40,"84,733","60,159","24,574",41
2023-03-19 21:45,"84,675","59,830","24,845",42
2023-03-19 21:50,"84,650","59,897","24,753",41
2023-03-19 21:55,"84,638","59,861","24,777",41
2023-03-19 22:00,"84,578","59,886","24,692",41
2023-03-19 22:05,"84,608","60,242","24,366",40
2023-03-19 22:10,"84,534","60,212","24,322",40
2023-03-19 22:15,"84,534","59,777","24,758",41
2023-03-19 22:20,"84,002","59,998","24,004",40
2023-03-19 22:25,"83,930","59,393","24,537",41
2023-03-19 22:30,"83,930","59,268","24,661",42
2023-03-19 22:35,"83,930","59,233","24,697",42
2023-03-19 22:40,"83,931","59,152","24,779",42
2023-03-19 22:45,"83,939","59,046","24,893",42
2023-03-19 22:50,"83,940","59,098","24,842",42
2023-03-19 22:55,"83,945","59,048","24,897",42
2023-03-19 23:00,"83,932","59,116","24,816",42
2023-03-19 23:05,"83,846","60,001","23,846",40
2023-03-19 23:10,"83,790","59,896","23,894",40
2023-03-19 23:15,"83,764","59,372","24,392",41
2023-03-19 23:20,"83,766","59,386","24,379",41
2023-03-19 23:25,"83,728","59,420","24,309",41
2023-03-19 23:30,"83,626","58,950","24,676",42
2023-03-19 23:35,"83,628","58,627","25,000",43
2023-03-19 23:40,"83,622","57,941","25,681",44
2023-03-19 23:45,"83,619","57,726","25,893",45
2023-03-19 23:50,"83,630","57,755","25,875",45
2023-03-19 23:55,"83,629","57,324","26,305",46
